ID_Venta;Fecha_Venta;Provincia;Tipo_Comprador;Tipo_Empresa;Vehiculo_Nuevo;Marca;Tipo_Vehiculo;Kilometraje;Precio_USD;Valor_Dolar;Modelo_Vehiculo;Consumo_Litros_100km;Costo_Mantenimiento_Anual;Color
949;24/11/2022;Santa Fe;Empresa;Servicios;SI;Chevrolet;Auto;0;43349,27661;184,5936029;2022;16,96136386;1925,502892;Azul
950;28/8/2023;Misiones;Particular;NA;SI;Mercedes-Benz;Auto;0;52199,14027;133,6248479;2023;23,84292551;758,6085214;Azul
951;18/10/2022;Misiones;Particular;NA;No;Chevrolet;Auto;73520;9913,157817;173,6382629;2018;16,24040123;4970,213289;Azul
952;10/6/2022;Mendoza;Particular;NA;No;Chevrolet;Auto;82476;73196,16829;102,3528288;2018;6,810373046;3099,061374;Azul
953;4/6/2023;Buenos Aires;Empresa;Comercial;No;Ford;Auto;267300;37837,1371;104,8265274;2017;10,36722864;672,1690631;Azul
954;3/12/2022;Salta;Particular;NA;No;Fiat;Auto;272644;52518,69262;141,0889429;2018;9,606328533;3732,510014;Azul
955;26/3/2023;Buenos Aires;Empresa;Comercial;No;Chevrolet;Camioneta;74881;47943,65038;105,1154084;2017;7,971985954;2490,895075;Azul
956;5/10/2022;Santa Fe;Particular;NA;No;Ford;Trafic;271004;83062,35088;155,751096;2018;9,113845534;4473,853052;Azul
957;21/7/2023;Buenos Aires;Empresa;Comercial;No;Mercedes-Benz;Auto;145060;73708,81036;165,5050925;2017;11,3554916;1076,835432;Azul
958;19/3/2022;Entre Rios;Particular;NA;No;Ford;Camioneta;187765;101640,348;103,3340748;2018;20,00904;1083,466521;Azul
959;7/9/2023;Santa Fe;Particular;NA;SI;Volkswagen;Auto;0;7309,129911;112,4635955;2023;6,138036115;993,1106433;Azul
960;4/5/2022;Tucuman;Particular;NA;No;Ford;Auto;166011;27106,72814;115,5855756;2018;5,266835253;955,9968188;Azul
961;27/6/2022;Cordoba;Particular;NA;No;Toyota;Auto;284212;50268,27531;196,0425949;2018;7,316920567;4135,651691;Azul
962;2/5/2023;Buenos Aires;Particular;NA;No;Mercedes-Benz;Camioneta;296212;50224,69179;110,1842966;2017;5,20969922;3515,03971;Azul
963;16/6/2023;Santa Fe;Particular;NA;SI;Mercedes-Benz;SUV;0;58146,85964;103,6353415;2023;16,01014431;3588,775169;Azul
964;3/12/2022;Mendoza;Empresa;Transporte;SI;Fiat;Auto;0;79758,75235;160,8671423;2022;17,45226677;1776,646586;Azul
965;8/4/2023;Buenos Aires;Particular;NA;No;Fiat;Auto;137280;11179,2165;135,9566694;2017;20,65696085;2980,003922;Azul
966;13/11/2023;Santa Fe;Particular;NA;No;Ford;Auto;105993;24526,88087;110,5607584;2017;5,000588054;1246,285545;Azul
967;19/5/2023;Buenos Aires;Empresa;Transporte;No;Chevrolet;Trafic;255489;20720,25086;90,26252179;2017;17,94161274;1467,595496;Azul
968;6/8/2022;Mendoza;Empresa;Construccion;No;Toyota;Camioneta;143193;67518,38524;172,907615;2018;7,681256981;1951,074836;Azul
969;13/3/2023;Buenos Aires;Particular;NA;SI;Toyota;Camioneta;0;47144,43088;128,7418568;2023;17,9660488;4813,629803;Azul
970;19/3/2023;Santa Fe;Empresa;Construccion;No;Fiat;Auto;277759;31318,01451;111,7955358;2017;17,69490992;3077,253917;Azul
971;30/6/2022;Santa Fe;Empresa;Produccion;No;Renault;Auto;193734;31106,05652;119,6155029;2018;10,72567053;1505,765679;Azul
972;20/10/2023;Buenos Aires;Particular;NA;SI;Ford;Trafic;0;38611,58355;100,4043805;2023;18,37547567;536,7508375;Azul
973;8/3/2023;Santa Fe;Particular;NA;No;Chevrolet;Auto;152198;49618,38779;155,5670045;2017;22,03914714;2456,500687;Azul
974;18/6/2023;Cordoba;Particular;NA;No;Renault;Auto;143145;78758,90762;160,4389216;2001;18,90073107;569,6968038;Azul
975;15/10/2023;Buenos Aires;Particular;NA;SI;Renault;Camion;0;34565,24505;172,5366485;2023;11,07357278;3942,777197;Azul
976;17/6/2022;Cordoba;Particular;NA;No;Fiat;Auto;255327;33765,95671;141,3991252;2018;12,14413989;1554,332284;Azul
977;4/3/2023;Buenos Aires;Particular;NA;No;Ford;Camioneta;12811;42983,32357;134,8428365;2001;23,25021534;3915,51651;Azul
978;24/8/2022;Cordoba;Empresa;Produccion;No;Renault;Camioneta;202226;70647,26668;125,7443112;2018;5,707441431;4571,250047;Azul
979;7/7/2023;Cordoba;Particular;NA;No;Ford;Auto;187754;28597,89474;103,4011431;2001;9,403976628;621,1400957;Azul
980;29/7/2022;Buenos Aires;Particular;NA;SI;Nissan;Trafic;0;84925,30733;102,6748685;2022;24,96615575;3890,939587;Azul
981;4/10/2022;Buenos Aires;Particular;NA;No;Mercedes-Benz;Auto;180586;32425,33902;196,3732864;2019;10,31281142;2582,938469;Azul
982;20/10/2022;Buenos Aires;Particular;NA;SI;Fiat;Camioneta;0;111936,2977;197,8478932;2022;16,91965726;3325,524604;Azul
983;10/12/2022;Santa Fe;Particular;NA;No;Ford;Auto;57263;43140,01926;103,4736176;2019;15,707064;3822,212961;Azul
984;23/6/2022;Buenos Aires;Particular;NA;No;Toyota;Camion;45056;59906,7146;166,4826488;2019;16,09270634;1984,306033;Azul
985;29/6/2023;Buenos Aires;Particular;NA;SI;Volkswagen;Camion;0;42820,35827;163,8173949;2023;18,46034991;4770,474162;Azul
986;21/9/2022;Buenos Aires;Empresa;;No;Fiat;Auto;292230;55857,12335;122,6086592;2019;15,33946868;1453,559834;Azul
987;13/10/2023;Santa Fe;Particular;NA;SI;Ford;Camion;0;30746,75361;185,7521989;2023;9,503371131;2527,166426;Azul
988;21/4/2023;Buenos Aires;Particular;NA;No;Fiat;Auto;264429;79878,21254;164,8302128;2001;22,62387803;2525,829577;Azul
989;14/1/2022;Buenos Aires;Particular;NA;No;Renault;Camion;170709;27169,48253;120,574409;2019;8,422508407;1616,454414;Azul
990;11/9/2023;Buenos Aires;Particular;NA;SI;Renault;Auto;0;76140,80797;116,446843;2023;24,41003219;2378,987549;Azul
991;10/7/2022;Buenos Aires;Particular;NA;No;Fiat;Auto;224774;74758,13619;156,3132553;2019;17,89200114;3500,897004;Azul
992;24/10/2022;Santa Fe;Particular;NA;No;Toyota;Trafic;179646;20571,10328;103,7311475;2019;24,7907673;3861,861648;Azul
993;26/4/2023;Buenos Aires;Particular;NA;No;Volkswagen;Camioneta;141236;99186,09299;184,8433183;2001;6,309304129;3007,958535;Azul
994;11/12/2023;Mendoza;Particular;NA;No;Chevrolet;Camioneta;69007;54222,00118;190,8273171;2001;14,42833026;1902,162202;Azul
995;20/2/2022;Buenos Aires;Particular;NA;No;Ford;Auto;214034;58749,34519;171,646508;2019;12,96110725;658,4480915;Azul
996;21/7/2022;Buenos Aires;Empresa;Servicios;No;Ford;Moto;105078;61062,77599;193,2656213;2019;9,246634102;4022,029042;Azul
997;19/1/2022;Santa Fe;Empresa;Comercial;No;Nissan;Auto;51626;20624,99119;173,2383871;2019;20,89786968;2928,70395;Azul
998;10/8/2022;Santa Fe;Empresa;Construccion;No;Nissan;Moto;286947;18132,59425;137,5823645;2019;21,19278324;1700,102745;Azul
999;17/1/2022;Mendoza;Particular;NA;SI;Nissan;Auto;0;25212,97273;136,1106278;2022;21,02590465;2499,052157;Azul
1000;30/10/2023;Santa Fe;Particular;NA;SI;Toyota;Auto;0;31445,55211;199,2820254;2023;15,18974068;2897,571114;Azul
1001;19/3/2022;Buenos Aires;Particular;NA;SI;Renault;Auto;0;52424,81665;130,5156136;2022;15,67158889;4415,796592;Azul
1002;11/8/2023;Santa Fe;Particular;NA;No;Renault;Auto;40772;50216,1986;182,8484064;2001;22,04767359;930,9384413;Azul
1003;8/3/2022;Mendoza;Empresa;Construccion;No;Renault;Auto;292822;46279,39186;160,0211104;2019;15,0157741;4826,110423;Azul
1004;9/12/2023;Mendoza;Particular;NA;No;Chevrolet;Auto;30266;59918,76274;194,9993867;2005;14,96618859;1760,369844;Azul
1005;21/9/2023;Buenos Aires;Empresa;Transporte;SI;Fiat;Auto;0;34099,96527;189,5474184;2023;19,36805202;1485,752388;Azul
1006;26/7/2023;Buenos Aires;Particular;NA;No;Mercedes-Benz;Camioneta;287283;80098,69813;109,2552598;2005;11,76285157;4831,276835;Azul
1007;4/6/2023;Buenos Aires;Particular;NA;No;Volkswagen;Camioneta;98340;84821,03468;129,2322769;2005;24,67264245;4396,282794;Azul
1008;9/9/2023;Buenos Aires;Empresa;Construccion;No;Fiat;Camion;38997;92731,9011;110,4206204;2005;15,78680649;4974,999066;Azul
1009;17/3/2023;Buenos Aires;Particular;NA;No;Volkswagen;Camioneta;142058;52767,28034;116,8235297;2005;22,59381596;4628,206428;Azul
1010;20/4/2023;Misiones;Particular;NA;SI;Toyota;Auto;0;24070,34495;179,0365585;2023;16,97413197;3748,907091;Azul
1011;14/6/2022;Buenos Aires;Particular;NA;No;Fiat;Auto;151578;61432,20774;130,0981173;2019;12,48969218;3592,514595;Azul
1012;20/10/2022;Buenos Aires;Particular;NA;No;Volkswagen;Auto;22389;46486,42806;158,5302776;2019;12,78361722;3687,153671;Azul
1013;17/5/2022;Buenos Aires;Particular;NA;No;Fiat;Camion;18277;42075,66581;177,1716798;2020;7,564836058;4763,194693;Azul
1014;25/6/2022;Buenos Aires;Particular;NA;SI;Mercedes-Benz;Auto;0;61022,44617;131,2364925;2022;19,27468312;3474,22798;Azul
1015;22/1/2023;Santa Fe;Particular;NA;No;Chevrolet;Auto;170047;69382,19713;167,8566402;2005;12,67648824;2671,553782;Azul
1016;26/2/2022;Cordoba;Particular;NA;No;Mercedes-Benz;Camioneta;232676;81132,54823;124,2882373;2020;12,48021387;3257,038745;Azul
1017;2/5/2023;Santa Fe;Particular;NA;No;Fiat;Auto;196408;11155,54211;152,3215811;2005;5,624209109;2681,322645;Azul
1018;12/6/2022;Buenos Aires;Particular;NA;No;Renault;Auto;99952;32384,22714;145,5269482;2020;10,29164165;4696,551221;Azul
1019;3/9/2022;Buenos Aires;Particular;NA;No;Chevrolet;Auto;120614;21931,12239;112,0129319;2020;13,38547972;3411,540554;Azul
1020;21/7/2023;Cordoba;Particular;NA;SI;Renault;Camioneta;0;85930,10635;144,1753072;2023;20,68324981;3672,354424;Azul
1021;11/5/2022;Buenos Aires;Particular;NA;No;Renault;Auto;5908;15485,36614;184,7060249;2020;13,47071868;4442,814411;Azul
1022;7/8/2023;Buenos Aires;Empresa;Construccion;No;Ford;Auto;10321;73016,93405;155,1315378;2020;5,360297198;3999,62548;Azul
1023;21/11/2022;Santa Fe;Particular;NA;No;Mercedes-Benz;Auto;136930;60359,39883;139,9146763;2020;15,30681239;3778,61407;Azul
1024;28/5/2022;Buenos Aires;Empresa;Servicios;No;Mercedes-Benz;Auto;77874;39343,67604;108,4283209;2020;23,36450722;3317,135787;Azul
1025;30/4/2022;Santa Fe;Particular;NA;SI;Toyota;Auto;0;33404,84313;157,3741641;2022;16,63172961;3242,858779;Azul
1026;7/10/2023;Buenos Aires;Particular;NA;SI;Renault;Moto;0;38198,35213;193,6750487;2023;12,73852896;2840,566869;Azul
1027;1/3/2023;Santa Fe;Particular;NA;No;Renault;Auto;50072;38902,80293;158,4664629;2020;21,89916644;4052,49349;Azul
1028;31/3/2022;Santa Fe;Particular;NA;No;Mercedes-Benz;Camion;197221;116037,7505;131,4139783;2020;19,17075477;2778,709196;Azul
1029;12/4/2022;Buenos Aires;Particular;NA;SI;Toyota;Camioneta;0;102209,4656;120,7727893;2022;22,31516859;2108,358779;Azul
1030;29/11/2022;Santa Fe;Particular;NA;SI;Toyota;Auto;0;57921,57287;169,5555845;2022;16,93424904;2532,768152;Azul
1031;13/12/2023;Santa Fe;Particular;NA;No;Ford;Auto;20316;71677,34543;113,9440124;2020;12,89703864;3765,362434;Azul
1032;22/9/2022;Santa Fe;Particular;NA;SI;Toyota;Trafic;0;73496,50844;187,3103088;2022;18,32882303;4475,564893;Azul
1033;25/11/2023;Santa Fe;Particular;NA;No;Fiat;Camion;161135;79399,93516;132,0319095;2020;9,942661965;3882,260273;Azul
1034;7/9/2022;Tucuman;Particular;NA;No;Renault;Auto;276754;48813,59591;110,7010055;2020;13,1745168;2346,17317;Azul
1035;17/6/2022;Cordoba;Particular;NA;No;Chevrolet;Camioneta;70887;109429,6371;134,7612452;2020;22,70959293;2667,825805;Azul
1036;13/3/2023;Mendoza;Particular;NA;SI;Ford;Camion;0;105577,5799;141,9296538;2023;23,27492967;1529,541958;Azul
1037;22/6/2023;Salta;Empresa;Servicios;No;Mercedes-Benz;Auto;251781;54565,87957;133,3909756;2020;23,04472429;4147,171918;Azul
1038;19/10/2022;Salta;Particular;NA;SI;Volkswagen;Moto;0;18525,44831;114,2152091;2022;16,39011724;3735,581622;Azul
1039;12/1/2022;Buenos Aires;Particular;NA;No;Toyota;Auto;106217;8555,745712;127,5738302;2020;11,82599867;586,4273518;Azul
1040;8/12/2022;Buenos Aires;Particular;NA;No;Volkswagen;Auto;241432;43565,35478;114,4994719;2021;10,772071;1212,988217;Azul
1041;20/10/2022;Santa Fe;Empresa;;No;Toyota;Auto;281562;7639,326814;137,5198133;2021;17,8916914;2215,963959;Marron
1042;11/3/2022;Cordoba;Particular;NA;No;Mercedes-Benz;Auto;43606;40091,36821;112,1714552;2021;17,09293987;2417,737155;Marron
1043;14/7/2022;Santa Fe;Particular;NA;SI;Chevrolet;Camioneta;0;64057,97158;133,51375;2022;17,68895408;2533,511711;Marron
1044;25/5/2022;Buenos Aires;Empresa;Comercial;No;Renault;Moto;121736;20740,78361;160,5896376;2021;19,54511694;1361,200591;Marron
1045;20/8/2022;Cordoba;Empresa;Comercial;No;Ford;SUV;19600;53731,98916;107,78796;2021;5,545804175;1224,267141;Marron
1046;6/8/2023;Buenos Aires;Particular;NA;No;Volkswagen;Auto;81061;36192,56033;123,5314473;2020;10,72092734;1527,109319;Marron
1047;9/3/2023;Cordoba;Particular;NA;No;Volkswagen;Auto;269418;31607,45219;113,1641867;2020;16,52423964;3379,092439;Marron
1048;14/12/2023;Misiones;Empresa;Construccion;No;Chevrolet;Auto;135901;28501,60794;187,4614264;2020;12,75245895;3003,14155;Marron
1049;10/7/2022;Buenos Aires;Particular;NA;SI;Renault;SUV;0;22893,67724;161,8680625;2022;24,09651019;4396,470438;Marron
1050;11/3/2022;Santa Fe;Particular;NA;No;Volkswagen;Auto;115047;78269,86567;196,8634897;2021;15,2000378;3718,970679;Marron
1051;5/2/2022;Buenos Aires;Particular;NA;SI;Toyota;Camioneta;0;42241,85953;164,5050785;2022;14,09416687;4377,032659;Marron
1052;27/11/2023;Buenos Aires;Particular;NA;No;Ford;Auto;143856;36859,78147;175,520361;2020;14,88274566;1271,289933;Marron
1053;27/3/2023;Entre Rios;Empresa;Produccion;SI;Ford;Auto;0;21058,43122;170,3736754;2023;7,559043882;4898,379195;Marron
1054;14/7/2023;Cordoba;Particular;NA;No;Fiat;Auto;129124;10746,51784;139,9542781;2020;5,263911203;4276,804219;Marron
1055;22/5/2023;Buenos Aires;Particular;NA;No;Renault;Auto;198301;41962,04931;195,1894193;2020;5,114565156;1377,235709;Marron
1056;4/9/2022;Buenos Aires;Empresa;Construccion;SI;Volkswagen;Camioneta;0;23289,80086;175,9457942;2022;24,4304342;1533,790567;Marron
1057;7/12/2022;Santa Fe;Empresa;Transporte;SI;Renault;Trafic;0;99419,08131;117,2479609;2022;6,386802423;4503,588662;Marron
1058;16/7/2022;Buenos Aires;Particular;NA;SI;Toyota;Camioneta;0;29002,73591;163,4566104;2022;10,83923666;2819,173859;Marron
1059;6/9/2022;Buenos Aires;Particular;NA;No;Volkswagen;Auto;152007;57571,57966;125,3636199;2021;19,35075066;3318,094014;Marron
1060;27/3/2023;Misiones;Particular;NA;SI;Mercedes-Benz;Auto;0;75151,78923;162,3661251;2023;6,829930704;1938,902019;Marron
1061;15/8/2023;Cordoba;Particular;NA;SI;Volkswagen;Auto;0;10374,89609;181,8172938;2023;18,6937936;1985,422165;Marron
1062;28/4/2023;Buenos Aires;Empresa;Construccion;SI;Toyota;Auto;0;61227,94691;143,6535866;2023;7,519016444;2366,960512;Marron
1063;14/4/2022;Buenos Aires;Empresa;Transporte;No;Toyota;Camion;254989;88071,87347;149,5075124;2021;7,369894327;3648,483952;Marron
1064;20/11/2023;Buenos Aires;Particular;NA;No;Chevrolet;Auto;161029;46622,60668;160,7679338;2020;15,49400029;1297,019502;Marron
1065;8/3/2023;Salta;Empresa;Construccion;No;Nissan;Camioneta;108329;28609,50177;166,5229201;2020;18,39299389;4412,559857;Marron
1066;17/2/2023;Buenos Aires;Particular;NA;No;Mercedes-Benz;Auto;182106;13502,11377;118,2141136;2020;12,51644479;569,5039015;Marron
1067;11/9/2023;Santa Fe;Particular;NA;SI;Toyota;Auto;0;27707,66966;151,1546231;2023;11,23008687;1139,841513;Marron
1068;7/4/2023;Santa Fe;Particular;NA;SI;Ford;Auto;0;15094,40345;119,2693476;2023;23,5518569;1052,615497;Marron
1069;5/11/2023;Buenos Aires;Particular;NA;No;Mercedes-Benz;Camion;226770;113376,2325;139,8515511;2020;19,68287853;2005,837723;Marron
1070;25/12/2023;Cordoba;Empresa;Produccion;No;Volkswagen;Auto;138381;53648,52694;160,5819699;2020;13,39995749;4458,076291;Marron
1071;1/5/2023;Santa Fe;Particular;NA;SI;Nissan;Auto;0;16851,1203;140,9831115;2023;11,01706275;681,6340054;Marron
1072;24/5/2023;Entre Rios;Particular;NA;SI;Mercedes-Benz;Auto;0;33414,75116;139,180448;2023;15,59167338;1714,920467;Marron
1073;8/2/2022;Santa Fe;Particular;NA;No;Volkswagen;Auto;272758;55678,58527;110,0454332;2021;12,96919377;2100,116179;Marron
1074;19/10/2023;Buenos Aires;Empresa;Servicios;No;Nissan;Auto;52068;61110,36569;162,5511552;2020;12,10153999;3600,153929;Marron
1075;16/5/2022;Entre Rios;Particular;NA;No;Fiat;Camion;193496;22436,88135;193,2539172;2021;20,45812836;3670,157031;Marron
1076;25/9/2023;Tucuman;Particular;NA;No;Chevrolet;Auto;91956;43042,13687;174,4782583;2020;23,41645281;2304,588716;Marron
1077;30/11/2023;Buenos Aires;Particular;NA;No;Mercedes-Benz;Auto;64596;62008,72285;165,5239276;2020;19,10232044;1980,031662;Marron
1078;28/6/2022;Cordoba;Particular;NA;No;Mercedes-Benz;Camion;185063;42612,25057;174,9623345;2021;22,47902748;2811,656376;Marron
1079;13/11/2023;Santa Fe;Particular;NA;SI;Fiat;Auto;0;13154,4936;178,9849327;2023;20,13849629;3235,349663;Marron
1080;27/4/2023;Buenos Aires;Particular;NA;No;Ford;Auto;84284;29023,14402;192,9765664;2020;10,24722157;540,0512467;Marron
1081;29/1/2023;Santa Fe;Particular;NA;No;Nissan;SUV;21019;52408,81711;186,5994153;2020;6,649599545;2038,679335;Marron
1082;7/11/2022;Buenos Aires;Particular;NA;SI;Chevrolet;SUV;0;34363,95076;120,4656417;2022;22,95501927;4713,411294;Marron
1083;2/8/2022;Buenos Aires;Particular;NA;No;Nissan;Camion;264218;117303,5581;152,7308229;2021;8,30730771;4638,923198;Marron
1084;21/7/2023;Buenos Aires;Particular;NA;SI;Mercedes-Benz;Camion;0;66397,28148;137,8224403;2023;20,79819508;2553,471787;Marron
1085;28/5/2023;Buenos Aires;Particular;NA;No;Renault;Auto;182672;32402,48391;146,1782112;2020;19,05675893;4254,802195;Marron
1086;12/9/2023;Santa Fe;Particular;NA;SI;Renault;Auto;0;15402,38148;157,956725;2023;9,300640007;1857,691166;Marron
1087;11/10/2023;Buenos Aires;Empresa;Produccion;No;Toyota;Auto;209402;46518,75063;169,8760998;2020;22,92958777;3559,043446;Marron
1088;25/3/2023;Buenos Aires;Empresa;Comercial;No;Toyota;Auto;93600;79019,0538;100,5466123;2020;17,00733223;4683,038389;Marron
1089;21/5/2022;Buenos Aires;Particular;NA;No;Volkswagen;Auto;229551;39580,73338;180,7610607;2021;5,025245138;833,5589418;Marron
1090;8/1/2023;Santa Fe;Particular;NA;No;Nissan;Auto;264005;33003,65967;167,3800207;2020;24,85921877;597,8377062;Marron
1091;1/7/2023;Santa Fe;Particular;NA;No;Renault;Auto;110894;17416,71567;166,4138684;2020;5,745197303;2094,870645;Marron
1092;31/3/2022;Buenos Aires;Particular;NA;No;Mercedes-Benz;Auto;166212;23837,0747;173,3867214;2021;19,11353081;4700,41693;Marron
1093;17/4/2023;Buenos Aires;Particular;NA;SI;Nissan;SUV;0;43313,73932;119,3257711;2023;22,17784061;3932,343385;Marron
1094;15/8/2022;Santa Fe;Particular;NA;No;Nissan;Auto;293175;12385,15382;103,0128173;2021;14,84666373;2973,804112;Marron
1095;1/5/2023;Buenos Aires;Particular;NA;No;Mercedes-Benz;SUV;164222;58910,62095;168,7145884;2020;10,76727502;4430,033543;Marron
1096;12/3/2022;Buenos Aires;Particular;NA;SI;Chevrolet;Auto;0;23833,64772;161,448537;2022;9,798229063;1598,742705;Marron
1097;2/7/2023;Santa Fe;Empresa;;No;Toyota;Auto;98314;48375,76387;185,4395894;2020;5,367361741;2101,09475;Marron
1098;11/5/2023;Cordoba;Particular;NA;No;Renault;Auto;229272;71921,14391;119,5790591;2020;17,03832883;1987,367461;Marron
1099;26/7/2023;Santa Fe;Particular;NA;SI;Renault;Auto;0;45679,15025;161,2256963;2023;24,31816256;1361,556185;Marron
1100;2/9/2022;Mendoza;Particular;NA;No;Chevrolet;Auto;237482;76059,5203;166,718391;2021;18,99949205;893,599227;Marron
1101;5/9/2022;Santa Fe;Particular;NA;No;Renault;Camioneta;212500;37946,25057;117,5931135;2021;19,05997321;2371,886654;Marron
1102;18/3/2023;Santa Fe;Particular;NA;No;Ford;Camioneta;144283;90005,64679;166,2966718;2020;9,218551471;3913,109159;Marron
1103;16/1/2023;Buenos Aires;Particular;NA;SI;Toyota;Auto;0;49415,25103;149,0466852;2023;10,9671848;1237,665042;Marron
1104;11/3/2023;Misiones;Empresa;Produccion;No;Nissan;Trafic;230827;72838,44494;110,5539434;2020;13,22678141;3543,321392;Marron
1105;8/6/2022;Buenos Aires;Particular;NA;No;Nissan;Auto;138716;65687,4924;112,0285366;2021;24,84053337;1132,97053;Marron
1106;30/5/2022;Cordoba;Empresa;Construccion;No;Chevrolet;Moto;29294;64587,5844;106,0586611;2021;24,48093635;1249,789757;Marron
1107;12/6/2023;Buenos Aires;Empresa;Comercial;No;Volkswagen;Auto;165671;72855,24421;118,9130595;2020;16,43082522;942,3728606;Marron
1108;8/4/2023;Buenos Aires;Particular;NA;SI;Renault;Auto;0;10946,33056;160,5106694;2023;16,41525317;4640,852396;Marron
1109;16/6/2023;Misiones;Particular;NA;No;Fiat;Camion;195220;49517,65106;173,0280988;2020;7,879853645;3630,899797;Marron
1110;20/3/2022;Cordoba;Particular;NA;No;Chevrolet;Auto;239340;76709,42002;115,7857052;2021;16,08973647;3114,304862;Marron
1111;1/5/2023;Santa Fe;Empresa;Produccion;SI;Volkswagen;Auto;0;62682,86422;179,2630613;2023;8,553842115;2802,861526;Marron
1112;14/6/2022;Buenos Aires;Particular;NA;No;Fiat;Camioneta;94682;117417,4337;139,1990311;2021;24,80384225;3654,996678;Marron
1113;1/5/2023;Santa Fe;Empresa;Servicios;No;Mercedes-Benz;Auto;35101;61593,06181;124,6860532;2020;14,78895483;3947,560841;Marron
1114;29/1/2022;Misiones;Empresa;Transporte;No;Renault;Auto;124693;30350,49184;168,0086183;2021;11,53781551;2132,147723;Marron
1115;26/1/2023;Buenos Aires;Particular;NA;SI;Renault;Auto;0;7674,706583;196,140619;2023;13,2491658;3401,267766;Marron
1116;27/9/2023;Cordoba;Empresa;Construccion;No;Chevrolet;Auto;162965;55313,88995;111,6164791;2020;11,46898941;4076,242342;Marron
1117;23/3/2022;Salta;Particular;NA;No;Toyota;Auto;70872;39948,04761;197,613965;2021;8,151748372;4531,873952;Marron
1118;4/4/2022;Santa Fe;Empresa;Transporte;No;Ford;Trafic;77969;119848,0961;110,380896;2021;24,44712199;1827,185331;Marron
1119;3/9/2022;Buenos Aires;Particular;NA;SI;Volkswagen;Camioneta;0;35629,55435;176,8814327;2022;13,59968621;4869,477878;Marron
1120;28/12/2022;Buenos Aires;Particular;NA;SI;Mercedes-Benz;Camion;0;83852,92846;148,5536352;2022;13,25040508;1462,224296;Marron
1121;11/1/2022;Buenos Aires;Empresa;Construccion;No;Volkswagen;Auto;179668;64976,14121;112,5990591;2021;10,48563664;1608,322021;Marron
1122;28/5/2023;Buenos Aires;Empresa;Servicios;No;Ford;Auto;102253;75975,7455;139,4281834;2020;15,13393768;1667,391036;Marron
1123;1/7/2023;Buenos Aires;Empresa;Transporte;No;Mercedes-Benz;Auto;41603;56973,03242;120,9319537;2020;6,19869104;2096,405493;Marron
1124;26/6/2022;Buenos Aires;Particular;NA;SI;Ford;Camion;0;86252,44773;174,6997675;2022;19,81543988;2506,611567;Marron
1125;29/7/2022;Mendoza;Particular;NA;No;Volkswagen;Moto;156938;9120,350553;129,4849214;2021;12,04564709;1273,384079;Marron
1126;5/9/2023;Mendoza;Particular;NA;No;Nissan;Camion;157054;68905,78701;151,9215327;2020;21,08241958;3274,871961;Marron
1127;17/12/2023;Buenos Aires;Particular;NA;SI;Chevrolet;Auto;0;55110,40942;104,2124026;2023;19,39120788;2251,472345;Marron
1128;29/4/2022;Cordoba;Particular;NA;No;Ford;Auto;280552;43431,11115;106,3082154;2021;11,11540236;1898,175032;Marron
1129;9/11/2023;Buenos Aires;Particular;NA;No;Volkswagen;Auto;280998;61914,16912;142,1077387;2020;18,72958591;2073,297012;Marron
1130;28/3/2023;Santa Fe;Particular;NA;SI;Volkswagen;Camion;0;37802,69137;173,0620007;2023;20,29086586;2074,440526;Marron
1131;16/11/2023;Buenos Aires;Particular;NA;No;Renault;Camion;119104;63979,34278;174,8218188;2020;10,24933771;2630,945015;Marron
1132;14/4/2022;Buenos Aires;Empresa;Servicios;No;Volkswagen;Camion;264080;79184,59567;141,7107831;2021;8,811378963;1868,784841;Marron
1133;13/6/2022;Entre Rios;Particular;NA;SI;Renault;Moto;0;20707,87252;105,7553556;2022;20,19966606;4144,121546;Marron
1134;12/1/2023;Cordoba;Empresa;Transporte;No;Mercedes-Benz;Auto;230570;69147,95812;169,043686;2020;14,94491696;3603,355061;Marron
1135;25/1/2022;Misiones;Particular;NA;No;Mercedes-Benz;Camioneta;12305;31776,7664;142,4343003;2021;12,20566568;659,0047557;Marron
1136;6/5/2022;Buenos Aires;Particular;NA;No;Nissan;Moto;170586;44025,94705;114,3452742;2021;16,07996173;2689,10008;Marron
1137;27/9/2023;Salta;Particular;NA;No;Chevrolet;Camioneta;296076;78924,66706;184,3697434;2020;24,91528834;1751,389234;Marron
1138;19/1/2023;Cordoba;Particular;NA;No;Ford;Auto;152347;49880,71297;132,4230026;2020;16,29349227;925,3282921;Marron
1139;20/7/2023;Mendoza;Empresa;Produccion;No;Toyota;Camioneta;5476;76693,28791;107,8008904;2020;7,401981092;4350,791693;Marron
1140;17/9/2022;Tucuman;Particular;NA;No;Ford;Camioneta;296969;29428,681;145,2073581;2021;21,71187055;2467,429498;Marron
1141;15/11/2023;Buenos Aires;Particular;NA;No;Renault;Auto;86224;69291,35978;100,2430646;2020;8,81608337;3300,20198;Marron
1142;21/10/2022;Santa Fe;Particular;NA;SI;Ford;Auto;0;78792,38734;182,5517667;2022;20,41934835;3202,585303;Marron
1143;7/4/2023;Tucuman;Particular;NA;No;Ford;Auto;8506;8242,911496;131,3168335;2020;13,50407051;1361,929583;Marron
1144;2/1/2022;Buenos Aires;Particular;NA;No;Toyota;SUV;209053;70892,93916;123,784492;2021;17,67456477;4345,543067;Marron
